experiment_label,experiment_id,model,feature_set,region_display,period,support,positives,precision,recall,f1,f1_error,average_precision,average_precision_error,delta_f1_vs_full,delta_average_precision_vs_full,threshold
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Far East,2021,2141,270,0.3584158415841584,0.6703703703703704,0.4670967741935484,0.025325133754948242,0.41767558049209685,0.04920990092355001,-0.0014049856671142225,0.011608793498710468,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Central Asia,2021,10197,903,0.16039707419017765,0.6799557032115172,0.25956457408581696,0.0004980677785462595,0.19655986905847747,0.013312321266069502,0.016328892793308902,0.009153762140242716,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Europe,2021,11926,847,0.2122905027932961,0.2243211334120425,0.21814006888633755,0.001868675425968679,0.23606490749141484,0.0028536676280099616,0.11865826791199927,0.028183403112135963,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Global,2022,58312,4923,0.21677602972567,0.5569774527726996,0.31208741179148647,0.0019659167954627055,0.21570044677061836,0.004741411583470228,0.023100994005614994,0.04134593825363139,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Eastern Siberia,2022,18946,1456,0.15583905789990188,0.5453296703296703,0.24240573958174325,0.007926025839755303,0.1830790661039277,0.004123505194492219,0.030020509665698053,0.04117754337900703,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Far East,2022,2076,192,0.2536945812807882,0.5364583333333334,0.34448160535117056,0.021138779681346108,0.26853852031826964,0.0259591162627711,0.014008960686565264,0.02449916113151046,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Central Asia,2022,9862,698,0.13109128345916266,0.5472779369627507,0.2115171650055371,0.009065071435760732,0.14264062651275047,0.013269692554648842,0.030680935401518533,0.02879582397029895,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Europe,2022,10330,382,0.1717325227963526,0.29581151832460734,0.2173076923076923,0.030153676735843005,0.1709490765780868,0.017268525464319145,-0.010223223642842172,-0.018112438298005573,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Global,2023,60888,6898,0.28461367919299413,0.7444186720788635,0.4117882919005613,0.002510900115136731,0.38311179227697734,0.0019473030243416217,0.021979778495416047,0.024641609279329124,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Eastern Siberia,2023,18853,1391,0.16265148196817053,0.800862688713156,0.2703883495145631,0.00146301550334043,0.30697650948028515,4.930210085251579e-05,0.0017829043080668794,0.019077041129212158,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Far East,2023,2267,333,0.36089030206677264,0.6816816816816816,0.47193347193347196,0.010851962240110176,0.3504665938392027,0.003351708876484016,0.021798447063635096,0.007307027958687984,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Central Asia,2023,9281,411,0.10871760350050488,0.7858880778588808,0.19101123595505617,3.06794014585237e-05,0.15747909669587787,0.01706576166441344,0.03173597970474809,-0.003634848908797672,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Europe,2023,10456,494,0.17580645161290323,0.22064777327935223,0.19569120287253142,0.00993900852745024,0.1798831002176858,0.011591444491172324,0.07479407954592523,0.0099350372971167,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Global,2024,65063,9134,0.32880746767833074,0.7211517407488505,0.45167483800185143,0.0048830542680789735,0.4137695096999729,0.00010147790167970012,0.017410773679552516,0.021731814450958675,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Eastern Siberia,2024,26660,6189,0.37242688947968094,0.7922119890127646,0.5066652888291826,0.0022194403990609636,0.4674723762684877,0.0038013103285759265,0.009738715532002895,0.0108438446472231,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Far East,2024,2229,298,0.2510460251046025,0.6040268456375839,0.35467980295566504,0.019916560146881066,0.29175261415999754,0.011082851534549725,0.005394823910006619,0.011122780565772539,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Central Asia,2024,9003,187,0.051389617199790245,0.5240641711229946,0.0936007640878701,0.007317769480740437,0.09476155832614606,0.0044121622998562725,0.01138262461644883,-0.008865189920587116,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Europe,2024,10472,493,0.16297262059973924,0.2535496957403651,0.1984126984126984,0.0111800895099667,0.1613959113912596,0.0023814109934159116,0.03326908804926951,0.009663203092128508,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Global,2025,49672,3787,0.23714341160489036,0.6453657248481648,0.34683885616972965,0.010733494542710293,0.3903995424029619,0.0029660578010210917,0.04301171344115956,0.03359885307917532,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Eastern Siberia,2025,19162,2442,0.3096023888103096,0.8067158067158067,0.44747302668938105,0.0045676603048888645,0.503051225674408,0.002256327896638461,0.04015535799782716,0.03208674442145931,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Far East,2025,1744,137,0.27413127413127414,0.5182481751824818,0.35858585858585856,0.043460937154376794,0.4075984332873441,0.1005812682849807,0.03178847296494358,0.004098993226371583,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Central Asia,2025,7618,304,0.06401551891367604,0.4342105263157895,0.11158072696534235,0.008840783062547316,0.08807102723670535,0.0010429581116976811,0.027308161923546542,-0.005214413654150679,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Europe,2025,8878,632,0.24375,0.30854430379746833,0.2723463687150838,0.011581276446848377,0.23079911514885537,0.008553489341729184,0.02907665845179852,0.003397810605593188,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Global,2021-2023,206438,36593,0.4070369419175194,0.8229169513294893,0.5446669198907519,0.0010816159689741665,0.5444125860421477,0.002122506892106047,0.012581774421556058,0.03713110804567432,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Eastern Siberia,2021-2023,82438,22636,0.474304140448306,0.9357218589856865,0.629515699998514,0.0017588944733246186,0.6389668227178252,0.0071016562967666785,-0.00065486617584809,0.03165229686187587,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Far East,2021-2023,6484,795,0.33181818181818185,0.6427672955974842,0.43768736616702353,0.011252428588242153,0.3439806349791889,0.007872700874114569,0.012741985901672803,0.021336021719083997,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Central Asia,2021-2023,29340,2012,0.13579738494800783,0.6555666003976143,0.22498933901918977,0.0011365387045448067,0.16625715789313902,0.00793177890807202,0.02598115787522015,0.01299268708116419,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Europe,2021-2023,32712,1723,0.18959963184537507,0.2391178177597214,0.21149897330595482,0.014898095523808283,0.19607487065207063,0.001708680018210272,0.07248047554972012,0.012895381203382378,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Global,2021-2025,321173,49514,0.3752300613496933,0.7905642848487296,0.5089122040641211,0.004376375225712648,0.509819366521511,0.0010357952628624722,0.016879522410384595,0.03645954404101892,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Eastern Siberia,2021-2025,128260,31267,0.43708031471527614,0.8972399014935875,0.5878137702719691,0.00046317465566316033,0.5992765242853071,0.004618287551213375,0.005129057964976758,0.030927650467159173,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Far East,2021-2025,10457,1230,0.30286168521462636,0.6195121951219512,0.406833956219968,0.009148159372955492,0.3282229454490626,0.002583457185059903,0.013824726414762567,0.020786172900527866,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Central Asia,2021-2025,45961,2503,0.11321444233299226,0.6188573711546145,0.19141180105035527,0.0019104847225407343,0.14686819080143768,0.00497776505826564,0.02816279145019293,0.009866165578687386,0.49944669998178615
CatBoost no fuel/ecoregion/vegetation,ablation_no_fuel_ecoregion_vegetation,CatBoost,full minus ecological/fuel variables,Europe,2021-2025,52062,2848,0.19572192513368983,0.25702247191011235,0.2222222222222222,0.008489902794461874,0.19517268118817874,0.0042083065890592825,0.05515004055150041,0.009766208356639022,0.49944669998178615
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Global,2021,87238,24772,0.518351887983473,0.911593734861941,0.6609011223787992,0.00026970372899334474,0.6681033089233553,0.006402680088280754,-0.0024661025735148723,-0.00019695775467987175,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Eastern Siberia,2021,44639,19789,0.5880354325931318,0.9795340845924504,0.7348965935586602,0.0002505989863859974,0.7232441815607642,0.0008035499546845277,-0.004085252145891727,-0.0018093003508155014,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Far East,2021,2141,270,0.3527336860670194,0.7407407407407407,0.4778972520908005,0.03604548789762991,0.4379105991896896,0.05848666447108059,-0.012205463564366303,-0.008626225198882287,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Central Asia,2021,10197,903,0.1729745712596097,0.6478405315614618,0.27304550758459745,0.005121938044735889,0.20653541106732337,0.012033091446585901,0.0028479592945284127,-0.0008217798686031841,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Europe,2021,11926,847,0.2877005347593583,0.31759149940968123,0.30190796857463525,0.01642195338863637,0.25246862651872026,0.0035001434950181027,0.03489036822370156,0.011779684084830544,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Global,2022,58312,4923,0.235663457513604,0.5718058094657729,0.3337680815745791,0.0014682154702438412,0.25959095326221776,0.0075566619940384255,0.0014203242225223622,-0.0025445682379680035,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Eastern Siberia,2022,18946,1456,0.17418595527657904,0.6098901098901099,0.27097955447055233,0.010889379118482234,0.23962538764492458,0.003664841390964853,0.0014466947768889682,-0.015368778161989838,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Far East,2022,2076,192,0.2558139534883721,0.5729166666666666,0.3536977491961415,0.024938460244724372,0.29841198671915026,0.034391687717421154,0.004792816841594327,-0.005374305269370161,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Central Asia,2022,9862,698,0.1590909090909091,0.49140401146131807,0.24036440084092503,0.016508337999465304,0.16177401639335268,0.015255068752814092,0.0018336995661306088,0.009662434089696748,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Europe,2022,10330,382,0.15,0.2513089005235602,0.18786692759295498,0.024231116600818683,0.147002270433107,0.0246245600009598,0.01921754107189516,0.00583436784697422,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Global,2023,60888,6898,0.3004626790791014,0.7813859089591186,0.434029874783589,0.002267705679854736,0.4096714642854877,0.0006224865326090596,-0.0002618043876116416,-0.0019180627291812136,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Eastern Siberia,2023,18853,1391,0.16739702015775634,0.8238677210639828,0.27825664683744084,0.0005449856172566175,0.3207309971084113,0.005959480670187625,-0.006085393014810869,0.005322553501086014,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Far East,2023,2267,333,0.36818851251840945,0.7507507507507507,0.49407114624505927,0.009479603132824942,0.358863683274719,0.006815574638526784,-0.0003392272479522118,-0.00109006147682833,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Central Asia,2023,9281,411,0.1306432281262485,0.7956204379562044,0.2244337680164722,0.003644806926079848,0.15714017097908545,0.012940535723717743,-0.0016865523566679252,-0.003295923192005251,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Europe,2023,10456,494,0.17932148626817448,0.22469635627530365,0.19946091644204852,0.007864809089453938,0.17733620323378313,0.011241955494598206,0.07102436597640813,0.012481934281019375,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Global,2024,65063,9134,0.34036561011828564,0.7277206043354499,0.46380350975124723,0.0015179819535699297,0.438212038877937,0.003593085741463169,0.005282101930156713,-0.002710714727005459,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Eastern Siberia,2024,26660,6189,0.37425127560452565,0.8177411536597189,0.5134943181818182,0.00016224457093291366,0.48922878720980145,0.0043013651362787935,0.0029096861793672657,-0.010912566294090653,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Far East,2024,2229,298,0.24503311258278146,0.6208053691275168,0.3513770180436847,0.027488134587986192,0.28902473784965277,0.0020995807408705535,0.008697608821986946,0.013850656876117307,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Central Asia,2024,9003,187,0.06103286384976526,0.41711229946524064,0.10648464163822526,0.012416783876111588,0.07993019596370712,0.013975575222817218,-0.0015012529339063219,0.005966172441851825,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Europe,2024,10472,493,0.16892725030826142,0.2778904665314402,0.21012269938650308,0.00973057421493095,0.16557140881937468,0.0013243319437226812,0.021559087075464833,0.005487705664013437,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Global,2025,49672,3787,0.28225806451612906,0.6931608133086876,0.4011614579353557,0.004689086878396872,0.4231495162319691,0.0031744868565836614,-0.011310888324466473,0.0008488792501680775,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Eastern Siberia,2025,19162,2442,0.35244233378561735,0.8509418509418509,0.4984408731110578,0.002781340779982354,0.5353086875905292,0.0033211453298094443,-0.010812488423849576,-0.00017071749466190944,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Far East,2025,1744,137,0.3201754385964912,0.5328467153284672,0.4,0.04642620280517738,0.3906321160519493,0.09046924579894906,-0.009625668449197877,0.02106531046176635,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Central Asia,2025,7618,304,0.08439383791024782,0.4144736842105263,0.14023372287145242,0.00027987156411622943,0.08351588759559739,0.001135675586921499,-0.0013448339825635203,-0.000659274013042721,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Europe,2025,8878,632,0.26081582200247216,0.3338607594936709,0.29285218598195695,0.013616159716576955,0.235237256092641,0.017103787753685918,0.008570841184925349,-0.0010403303381924522,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Global,2021-2023,206438,36593,0.41916159512042367,0.8413357746016997,0.5595499900038168,0.0027235086971023957,0.5817849020913238,0.0012268054685674059,-0.002301295691508831,-0.00024120800350180271,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Eastern Siberia,2021-2023,82438,22636,0.4769306136991182,0.9461919066972964,0.6341940068695961,0.0013946321147166917,0.671677566378034,0.005118230593122903,-0.005333173046930262,-0.0010584467983328905,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Far East,2021-2023,6484,795,0.3341288782816229,0.7044025157232704,0.45325779036827196,0.006069367320626582,0.36888208552652413,0.004713103782789263,-0.0028284382995756308,-0.003565428828251227,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Central Asia,2021-2023,29340,2012,0.15607511503544336,0.6237574552683897,0.24967671341887993,0.0007690495036972365,0.17785928350938937,0.006775752533280141,0.001293783475529997,0.001390561464913842,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Europe,2021-2023,32712,1723,0.21695533272561532,0.2762623331398723,0.24304314526423282,0.0045540118825575255,0.19826108310612367,3.571625913533197e-05,0.040936303591442125,0.01070916874932934,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Global,2021-2025,321173,49514,0.3916678073485989,0.8090439067738417,0.5278143775693054,0.003500787821560224,0.5466730422677655,0.0008172878324674067,-0.00202265109479971,-0.0003941317052355009,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Eastern Siberia,2021-2025,128260,31267,0.4439348951451179,0.9133271500303835,0.5974642760005858,0.002267325083150213,0.6324203473350982,0.002451276534327854,-0.004521447763639941,-0.002216172582631959,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Far East,2021-2025,10457,1230,0.30763444904099285,0.6650406504065041,0.42067369503728463,0.0033255157194318624,0.3484659855817594,0.0038132826793303067,-1.5012402554082094e-05,0.0005431327678310782,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Central Asia,2021-2025,45961,2503,0.13494265630780614,0.5829005193767479,0.21915133308298912,0.0014919214451368033,0.15507030856500845,0.002888452039973488,0.0004232594175590798,0.001664047815116615,0.4970601812879405
CatBoost no terrain,ablation_no_terrain,CatBoost,full minus topography,Europe,2021-2025,52062,2848,0.21604614577871,0.2893258426966292,0.247373161212849,0.002653710763893572,0.197803374389586,0.0012407996161826786,0.029999101560873626,0.007135515155231753,0.4970601812879405
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Global,2021,87238,24772,0.5126609393672913,0.9178104311319232,0.6578608527075708,0.0009434184459055643,0.6700096096622029,0.006661526331081327,0.0005741670977135183,-0.002103258493527438,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Eastern Siberia,2021,44639,19789,0.5842097333132439,0.9796856839658397,0.7319439725148186,0.00026386662174174714,0.7238397997221725,0.0005864640098702834,-0.0011326311020500857,-0.002404918512223797,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Far East,2021,2141,270,0.34539473684210525,0.7777777777777778,0.4783599088838269,0.01710576111617803,0.4439790605567352,0.0532439920342908,-0.012668120357392731,-0.014694686565927872,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Central Asia,2021,10197,903,0.17464179507975128,0.7153931339977851,0.28074750108648416,8.954649641491697e-05,0.21124360554859098,0.015587568109659168,-0.004854034207358304,-0.005529974349870792,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Europe,2021,11926,847,0.3010156971375808,0.38488783943329397,0.3378238341968912,0.013198257207152075,0.25508685246659335,0.0022937848666367343,-0.001025497398554398,0.009161458136957457,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Global,2022,58312,4923,0.2320094376720409,0.5992281129392647,0.3345050459235741,0.0024626231017858854,0.25946495191148033,0.00966838518657635,0.0006833598735273561,-0.0024185668872305777,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Eastern Siberia,2022,18946,1456,0.17446246699358733,0.6353021978021978,0.27374963006806746,0.008946215746798714,0.23202913782827914,0.0038367991453520218,-0.0013233808206261632,-0.007772528345344393,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Far East,2022,2076,192,0.2595078299776286,0.6041666666666666,0.36306729264475746,0.01712176797212709,0.29638439100975067,0.03972700592637764,-0.004576726607021631,-0.003346709559970573,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Central Asia,2022,9862,698,0.1563903634136382,0.5487106017191977,0.24340641881156658,0.015031116206649521,0.17129149881618383,0.018989123257873792,-0.0012083184045109385,0.0001449516668655948,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Europe,2022,10330,382,0.15247252747252749,0.2905759162303665,0.2,0.03297582222576489,0.15342456418521336,0.024254792922901725,0.00708446866485013,-0.0005879259051321251,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Global,2023,60888,6898,0.29270905876680775,0.7921136561322122,0.4274594171719147,0.0011417035503249915,0.41198229001015974,0.0004968846847124467,0.006308653224062655,-0.0042288884538532745,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Eastern Siberia,2023,18853,1391,0.16255668934240364,0.8245866283249461,0.2715757073517225,0.0008943069310585345,0.3136718719438484,0.006840114984178944,0.000595546470907482,0.012381678665648932,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Far East,2023,2267,333,0.36714285714285716,0.7717717717717718,0.4975798644724105,0.012060103381033518,0.36556952372569984,0.011356313681462256,-0.003847945475303427,-0.007795901927809157,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Central Asia,2023,9281,411,0.12228360957642725,0.8077858880778589,0.2124120281509917,0.004268546785646916,0.15504579834455737,0.009211681711979385,0.010335187508812571,-0.0012015505574771712,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Europe,2023,10456,494,0.18911174785100288,0.26720647773279355,0.2214765100671141,0.0020971598021070734,0.1755100500549703,0.01141909446911497,0.049008772351342544,0.014308087459832197,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Global,2024,65063,9134,0.3331697502085685,0.7432669148237355,0.4600996238690658,0.0015028743936927554,0.43788915040121495,0.003237327650537611,0.00898598781233817,-0.002387826250283387,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Eastern Siberia,2024,26660,6189,0.3700503959683225,0.830505735983196,0.511977688131879,0.00011663679279460171,0.4867674620235377,0.003787908522636833,0.004426316229306448,-0.008451241107826912,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Far East,2024,2229,298,0.24771838331160365,0.6375838926174496,0.3568075117370892,0.02853522405261163,0.3008673293438219,0.0030487150401218425,0.003267115128582465,0.0020080653819481986,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Central Asia,2024,9003,187,0.05562913907284768,0.44919786096256686,0.09899823217442545,0.011936341172249867,0.0790995194610553,0.008471992626958611,0.005985156529893482,0.00679684894450365,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Europe,2024,10472,493,0.17191011235955056,0.3103448275862069,0.22125813449023862,0.011137156112741499,0.16683827635079634,0.0019750145999465666,0.010423651971729286,0.004220838132591775,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Global,2025,49672,3787,0.26843657817109146,0.6968576709796673,0.3875752680276105,0.009322753403496111,0.41355503847918124,3.4955205654142716e-05,0.0022753015832787105,0.010443357002955955,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Eastern Siberia,2025,19162,2442,0.3408792650918635,0.8509418509418509,0.4867650503630827,0.004919749212140178,0.5247168895259706,0.0005815625646264548,0.0008633343241254976,0.010421080569896657,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Far East,2025,1744,137,0.3103448275862069,0.5255474452554745,0.3902439024390244,0.02813847603484611,0.3882769842914029,0.08388290494489169,0.0001304291117777412,0.023420442222312765,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Central Asia,2025,7618,304,0.08352668213457076,0.47368421052631576,0.14201183431952663,0.004679468402643348,0.08052423718874915,0.0014559636863584872,-0.0031229454306377358,0.002332376393805513,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Europe,2025,8878,632,0.2520231213872832,0.3449367088607595,0.29124916499666,0.014127563773131391,0.2317791155302112,0.012330595583182221,0.010173862170222314,0.002417810224237371,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Global,2021-2023,206438,36593,0.4113242925618307,0.8512557046429645,0.5546454898329831,0.000890188591509666,0.584353824231916,0.0011791546409027206,0.0026032044793248277,-0.0028101301440939253,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Eastern Siberia,2021-2023,82438,22636,0.47118108161517686,0.9480031807739884,0.629490018920782,0.0008009281082689879,0.672839706640757,0.005242525044276815,-0.0006291850981161584,-0.0022205870610558787,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Far East,2021-2023,6484,795,0.3321937321937322,0.7333333333333333,0.45725490196078433,0.004713909653355228,0.37394698128945214,0.0038801705486869714,-0.006825549892088001,-0.00863032459117924,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Central Asia,2021-2023,29340,2012,0.1535597427507616,0.6764413518886679,0.25029885057471263,0.0017057667271468567,0.18171695604923888,0.006605955796328169,0.0006716463196972944,-0.002467111074935663,0.48811979238586695
CatBoost no seasonality,ablation_no_seasonality,CatBoost,full minus month/day-of-year features,Europe,2021-2023,32712,1723,0.22678357911518535,0.3302379570516541,0.2689035916824197,0.00407365947179588,0.20022738762152206,0.00034091861775138374,0.01507585717325527,0.008742864233930947,0.48811979238586695
