experiment_id,experiment,variant,model,feature_set,region,region_display,period,support,positives,positive_rate,predicted_positives,precision,recall,f1,f1_error,average_precision,average_precision_error,roc_auc,brier_score,threshold,validation_threshold,evaluation_type,is_primary,train_rows,architecture,source_metrics,delta_average_precision_vs_full,delta_f1_vs_full
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,central_asia,Central Asia,2021-2025,45961,2503,0.05445921542177063,45929,0.05449715865792854,1.0,0.1033614139411959,4.425213210240456e-06,0.05548196860088947,0.0008994894427954297,0.5060426958403287,0.05701811219258214,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.216219852309972,0.053376219516381954
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,central_asia,Central Asia,2021-2025,45961,2503,0.05445921542177063,29155,0.08509689590121763,0.9912105473431881,0.15673763345757785,0.0005921042089942786,0.2717018209108615,0.01040640427231968,0.8412475373332203,0.11178935507344281,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,central_asia,Central Asia,2021-2025,45961,2503,0.05445921542177063,21111,0.10890057316091137,0.9184978026368358,0.1947149995765224,0.0017624729369810953,0.2568692074204002,0.004970437794107975,0.833221580097716,0.10998140583976182,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.014832613490461277,-0.03797736611894456
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,central_asia,Central Asia,2021-2025,45961,2503,0.05445921542177063,25214,0.08899817561672087,0.8965241709948062,0.16192228596168418,0.0012319508954551474,0.15727000466606558,0.006696022727470734,0.7588426586333779,0.12597332484063636,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.1144318162447959,-0.005184652504106324
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,central_asia,Central Asia,2021-2025,45961,2503,0.05445921542177063,32071,0.07661126874746656,0.981622053535757,0.14212992422051252,0.000851299432868542,0.22717962131831046,0.012048608689320716,0.808774190011059,0.12144093753803478,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.04452219959255102,0.014607709237065336
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,central_asia,Central Asia,2022,9862,698,0.07077671871831272,9858,0.07080543720835869,1.0,0.13224706328154603,3.3859987254817904e-05,0.10402614439430824,0.002363281338788153,0.6214164620747187,0.06806702944920263,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.20359415231875377,0.06391498362676953
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,central_asia,Central Asia,2022,9862,698,0.07077671871831272,6337,0.10888433012466467,0.9885386819484241,0.19616204690831557,0.0017052195908232276,0.307620296713062,0.02043956567356638,0.8374108414763638,0.11875918639298465,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,central_asia,Central Asia,2022,9862,698,0.07077671871831272,4765,0.13683105981112276,0.9340974212034384,0.2386966868021234,0.002096878130568028,0.3071661964778483,0.014365926328860568,0.8349583176476032,0.11394887759559862,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.0004541002352136947,-0.04253463989380782
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,central_asia,Central Asia,2022,9862,698,0.07077671871831272,5380,0.1154275092936803,0.8896848137535817,0.20434353405725567,0.0018897479465081345,0.21115755456896587,0.0054526562563814605,0.7709016001320728,0.12780846675512442,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.09646274214409614,-0.008181487148940098
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,central_asia,Central Asia,2022,9862,698,0.07077671871831272,7109,0.09649739766493177,0.9828080229226361,0.17573972076341746,0.0008356057320420858,0.28296369708520797,0.008587606748641582,0.8119545430668657,0.12981786239265442,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.024656599627854048,0.020422326144898112
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,central_asia,Central Asia,2023,9281,411,0.044284021118413966,9271,0.04433178729371157,1.0,0.08489981408799835,2.0199408824914732e-05,0.041964621695909775,0.002105570305427933,0.4795902972648996,0.04969284829158173,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.21254662438025543,0.046400346425645306
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,central_asia,Central Asia,2023,9281,411,0.044284021118413966,5819,0.07028699089190582,0.9951338199513382,0.13130016051364365,0.0007551104456567931,0.2545112460761652,0.003954370784399149,0.8420930060319787,0.10981202454620569,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,central_asia,Central Asia,2023,9281,411,0.044284021118413966,4042,0.09401286491835725,0.9245742092457421,0.1706714574444195,0.0017253508732005519,0.24901602651492455,0.010033562017331405,0.8431507281440214,0.10651413432981681,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.005495219561240661,-0.039371296930775845
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,central_asia,Central Asia,2023,9281,411,0.044284021118413966,4914,0.07834757834757834,0.9367396593673966,0.14460093896713616,0.0026539629721844247,0.16526698854303373,0.006593920547117379,0.790754120754779,0.12048926951036196,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.08924425753313148,-0.013300778453492507
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,central_asia,Central Asia,2023,9281,411,0.044284021118413966,6423,0.06321033784835746,0.9878345498783455,0.11881767632426105,0.0009707528116813262,0.17211455081400784,0.010312899214236403,0.8416527456611723,0.12222376452545038,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.08239669526215737,0.012482484189382609
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,central_asia,Central Asia,2024,9003,187,0.020770854159724537,8999,0.020780086676297365,1.0,0.040714130198127585,8.526749544644836e-06,0.0338048234077412,0.004861798836757551,0.4892775168143482,0.03186821561585821,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.25218114217006193,0.026607558302600212
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,central_asia,Central Asia,2024,9003,187,0.020770854159724537,5309,0.034846487097381806,0.9893048128342246,0.0673216885007278,0.0004294266770354083,0.28598596557780315,0.030767631457422763,0.8790040228267515,0.09464915876351511,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,central_asia,Central Asia,2024,9003,187,0.020770854159724537,3701,0.04512293974601459,0.893048128342246,0.08590534979423868,0.0007031635328999747,0.2823388837696953,0.037107057533805825,0.8717924143754185,0.0949276485409705,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.003647081808107855,-0.018583661293510884
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,central_asia,Central Asia,2024,9003,187,0.020770854159724537,4702,0.029349213100808166,0.7379679144385026,0.05645326242585396,0.00214595882438168,0.04762047100091396,0.010138072540129238,0.6586608451333016,0.11816753569521955,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.2383654945768892,0.010868426074873837
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,central_asia,Central Asia,2024,9003,187,0.020770854159724537,5784,0.0318118948824343,0.983957219251337,0.06163121755149891,0.00043825649290611993,0.2196225314290272,0.025324334198747838,0.8236258577016025,0.1010758976045294,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.06636343414877593,0.005690470949228886
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,central_asia,Central Asia,2025,7618,304,0.039905487004463114,7615,0.03992120814182534,1.0,0.07677737088016164,1.5935312739613756e-05,0.03713462615991171,0.0016365439019165359,0.4332012866456543,0.0469126713429002,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.15645712792872662,0.039876203353931064
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,central_asia,Central Asia,2025,7618,304,0.039905487004463114,4788,0.06203007518796992,0.9769736842105263,0.1166535742340927,0.0009990960335846731,0.19359175408863835,0.014995953526372884,0.8016376307873868,0.10728802428797687,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,central_asia,Central Asia,2025,7618,304,0.039905487004463114,3396,0.07391048292108363,0.8256578947368421,0.13567567567567568,0.004473701801299402,0.1521524411094576,0.008286524174662033,0.7792481614207791,0.10980066698172401,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,0.04143931297918074,-0.019022101441582978
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,central_asia,Central Asia,2025,7618,304,0.039905487004463114,4398,0.059572532969531605,0.8618421052631579,0.11144193960017014,0.003153294676863321,0.08234178786734765,0.004215922390825678,0.6905236712577176,0.12954145578744333,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.1112499662212907,0.00521163463392256
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,central_asia,Central Asia,2025,7618,304,0.039905487004463114,5352,0.05605381165919283,0.9868421052631579,0.10608203677510608,0.0007889028188609829,0.1344788979459414,0.014595472840296293,0.756104460803362,0.11350786829612752,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.05911285614269696,0.010571537458986618
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,eastern_siberia,Eastern Siberia,2021,44639,19789,0.4433119021483456,44534,0.44435712040238917,1.0,0.6153009032538905,0.00010902065531782225,0.42563229773103745,0.0010862209085392277,0.5085537724807585,0.34248363662384695,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.21987759422378778,0.059575156237553606
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,eastern_siberia,Eastern Siberia,2021,44639,19789,0.4433119021483456,36488,0.5204450778338083,0.9596240335539946,0.6748760594914441,0.0016977660880692386,0.6455098919548252,0.0054067497293869594,0.7460979856601838,0.20259516558875418,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,eastern_siberia,Eastern Siberia,2021,44639,19789,0.4433119021483456,35223,0.5417766800102206,0.9643236141290616,0.6937759034392497,0.0007857978948949258,0.6797082424247576,0.003334956333403643,0.7646372031776285,0.19868907137544436,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,-0.03419835046993236,-0.018899843947805528
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,eastern_siberia,Eastern Siberia,2021,44639,19789,0.4433119021483456,35414,0.535014401084317,0.957451109202082,0.6864482002789704,0.0005468623921058943,0.5992459046591868,0.003135237793133809,0.7200780762192032,0.21498577901703939,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.04626398729563841,-0.01157214078752622
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,eastern_siberia,Eastern Siberia,2021,44639,19789,0.4433119021483456,34924,0.5278891306837705,0.9316286826014453,0.6739166194505876,0.0008727478134796268,0.6263132532308164,0.0023127941092924856,0.7171802679231688,0.21500910826421057,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.019196638724008785,0.000959440040856574
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,0.2745821101919018,82251,0.2752063804695384,1.0,0.4316264170011536,7.172444413374299e-05,0.2601953966086947,0.0012987164920343337,0.4983719013068271,0.2183799362818703,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.30232234600343194,0.10963731994641263
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,0.2745821101919018,57713,0.37677819555386133,0.9606379218943276,0.5412637369475662,0.0012018646004124038,0.5625177426121266,0.003743247548403336,0.8113334597178877,0.1572455603858926,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,0.2745821101919018,51611,0.4165778613086358,0.9498144548506803,0.5791479790429243,0.0014001519993461513,0.6018996971868181,0.006081100058483815,0.8253874337708855,0.16182144065851015,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,-0.03938195457469151,-0.03788424209535801
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,0.2745821101919018,56559,0.37675701479870577,0.9413765682982859,0.5381400340930614,0.0008722103295400541,0.45594749520959293,0.0029652568008259146,0.7540258342162167,0.1774921281469213,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.10657024740253368,0.0031237028545048062
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,0.2745821101919018,56060,0.3745808062789868,0.9276815691818342,0.5336738843143235,0.001174152464544948,0.514604728762791,0.006961142057485321,0.7757886880360133,0.16628498852703158,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.04791301384933566,0.007589852633242744
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,0.24377826290347732,127878,0.2444282832074321,0.9996801739853519,0.3928115869175909,7.5880717060677e-05,0.27958016913436334,0.002297265665182864,0.5540935226973333,0.19334923518343575,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.24662954116191937,0.11008213090082308
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,0.24377826290347732,87784,0.3410074728879978,0.9573991748488823,0.502893717818414,0.0013866460434439293,0.5262097102962827,0.004210506041254623,0.8099977034801894,0.1516935143099155,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
nn_feature_ablation_tsn_no_categorical_features,No categorical features,no_categorical_features,TemporalConvNet / TSN-MLP (global full),No categorical features,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,0.24377826290347732,77263,0.3806867452726402,0.940704256884255,0.5420252464756289,0.0012148329645043391,0.5482833880774078,0.004332418265265063,0.8169634031542379,0.15931569549548472,0.3163717985153198,0.3163717985153198,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_categorical_features/metrics.json,-0.022073677781125123,-0.03913152865721492
nn_feature_ablation_tsn_no_dynamic_sequence,No dynamic weather sequence,no_dynamic_sequence,TemporalConvNet / TSN-MLP (global full),No dynamic weather sequence,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,0.24377826290347732,85455,0.33436311508981337,0.9138388716538203,0.4895906512911019,0.0013920613020552155,0.3987066290208956,0.0015117421496373027,0.7326676330903821,0.17392653725586718,0.30573025345802307,0.30573025345802307,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_dynamic_sequence/metrics.json,0.12750308127538712,0.013303066527312057
nn_feature_ablation_tsn_no_static_features,No static features,no_static_features,TemporalConvNet / TSN-MLP (global full),No static features,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,0.24377826290347732,84132,0.34535016402795604,0.9292544855598555,0.5035572231995078,0.0016046373587291969,0.4845814960329801,0.0026334783878242955,0.782524788797121,0.15759360653196314,0.21946614980697632,0.21946614980697632,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_no_static_features/metrics.json,0.0416282142633026,-0.0006635053810938318
nn_feature_ablation_tsn_dynamic_sequence_only,Dynamic sequence only,dynamic_sequence_only,TemporalConvNet / TSN-MLP (global full),Dynamic sequence only,eastern_siberia,Eastern Siberia,2022,18946,1456,0.07684999472184102,18901,0.07703296121898312,1.0,0.1430466178710026,3.663780739222554e-05,0.1473288447794838,0.0041250786128356086,0.7261314942918716,0.07277983987842392,0.06578469276428223,0.06578469276428223,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_feature_ablation_tsn_dynamic_sequence_only/metrics.json,0.021589829586099035,0.10953297468566026
nn_feature_ablation_tsn_full,Full neural feature set,full,TemporalConvNet / TSN-MLP (global full),Full neural feature set,eastern_siberia,Eastern Siberia,2022,18946,1456,0.07684999472184102,9883,0.14489527471415561,0.9835164835164835,0.25257959255666285,0.000961274903042784,0.16891867436558283,0.0031465822729199056,0.7908316329896519,0.10392904069073175,0.19114938378334045,0.19114938378334045,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json,0.0,0.0
