model,feature_set,region_display,period,support,positives,positive_rate,precision,recall,f1,f1_error,average_precision,average_precision_error,roc_auc,brier_score,threshold
CatBoost deployment-weighted,all features,Europe,2021-2023,32712,1723,0.0526718024,0.071851145,0.8740568775,0.1327866684,0.0013084016,0.0711629846,0.0010324176,0.6375403423,0.2136294967,0.4626545382
CatBoost deployment-weighted,all features,Europe,2021-2025,52062,2848,0.0547040068,0.0721753895,0.8507724719,0.1330624125,0.000840011,0.069493056,0.0005435346,0.6133911393,0.2139368653,0.4626545382
CatBoost deployment-weighted,all features,Europe,2022,10330,382,0.0369796709,0.0474111042,0.7958115183000001,0.0894907271,0.0015349377,0.0455572951,0.0013155229,0.6032963031,0.2122572027,0.4626545382
CatBoost deployment-weighted,all features,Europe,2023,10456,494,0.0472456006,0.0582807935,0.7672064777000001,0.1083321423,0.004165852,0.0559214168,0.0013175001,0.5746270037,0.2132621119,0.4626545382
CatBoost deployment-weighted,all features,Europe,2024,10472,493,0.0470779221,0.0591943419,0.7809330629,0.1100471631,0.003394249,0.055398643,0.0018381967,0.5847975475,0.2131045814,0.4626545382
CatBoost deployment-weighted,all features,Europe,2025,8878,632,0.0711872043,0.0871131488,0.8417721519,0.1578869268,0.0030510445,0.081673093,0.0041362741,0.5608977655,0.2160511159,0.4626545382
CatBoost deployment-weighted,all features,Far East,2021,2141,270,0.1261092947,0.1658925017,0.9259259259,0.2813731007,0.0029598993,0.1744748813,0.006170115,0.6240166677,0.2216533879,0.4626545382
CatBoost deployment-weighted,all features,Far East,2021-2023,6484,795,0.1226095003,0.1576837416,0.8905660377,0.2679280984,0.0031130381,0.2237209312,0.0036529077,0.6813349385,0.2212868937,0.4626545382
CatBoost deployment-weighted,all features,Far East,2021-2025,10457,1230,0.1176245577,0.1527777778,0.912195122,0.2617214836,0.0022646857,0.239017155,0.0067405142,0.7074881864,0.2209926287,0.4626545382
CatBoost deployment-weighted,all features,Far East,2022,2076,192,0.0924855491,0.1152494729,0.8541666667000001,0.2030959752,0.0114170936,0.2678466981,0.0319844454,0.7110093772,0.2190205587,0.4626545382
CatBoost deployment-weighted,all features,Far East,2023,2267,333,0.1468901632,0.1884615385,0.8828828829,0.3106180666,0.0067014879,0.2805494222,0.0248057092,0.7059261951,0.2230161605,0.4626545382
CatBoost deployment-weighted,all features,Far East,2024,2229,298,0.1336922387,0.177045177,0.9731543624,0.2995867769,0.0051512349,0.2677470811,0.024166166,0.7334152420000001,0.2224306414,0.4626545382
CatBoost deployment-weighted,all features,Far East,2025,1744,137,0.0785550459,0.1019736842,0.9051094891,0.1832963784,0.007281982,0.390827845,0.0352645815,0.785468684,0.2180606648,0.4626545382
CatBoost deployment-weighted,all features,Global,2021,87238,24772,0.2839588253,0.3495650177,0.9829646375,0.5157259346,0.0011141378,0.4281212146,0.0017634441,0.7101295393,0.2327554058,0.4626545382
CatBoost deployment-weighted,all features,Global,2021-2023,206438,36593,0.1772590318,0.2288044757,0.9566857049,0.3692885436,0.0006620843,0.28710976,0.0035825948,0.7051265160000001,0.2243655975,0.4626545382
CatBoost deployment-weighted,all features,Global,2021-2025,321173,49514,0.1541661348,0.1982724493,0.9508219897,0.3281223864,0.000965037,0.2408301295,0.0021791606,0.6889189202,0.2227068222,0.4626545382
CatBoost deployment-weighted,all features,Global,2022,58312,4923,0.0844251612,0.1082065353,0.8811700183000001,0.1927443183,0.0011295497,0.1132679598,0.0028253843,0.6178090105,0.2170017226,0.4626545382
CatBoost deployment-weighted,all features,Global,2023,60888,6898,0.113289975,0.1461068985,0.9162075964,0.2520237668,0.0010193522,0.2115800951,0.0021437851,0.7138817131,0.2193973306,0.4626545382
CatBoost deployment-weighted,all features,Global,2024,65063,9134,0.1403870095,0.1839022121,0.9520472958,0.3082594825,0.0014205153,0.2009447495,0.0026538513,0.6680349147,0.2215002862,0.4626545382
CatBoost deployment-weighted,all features,Global,2025,49672,3787,0.0762401353,0.0908332436,0.89120676,0.1648633466,0.0004703905,0.1528192505,0.0043854312,0.5955153811,0.2173932974,0.4626545382
FT-Transformer (global full),global full NN features,Central Asia,2021,10197,903,0.0885554575,0.1645201496,0.8770764120000001,0.2770683925,0.0030132219,0.3086999133,0.0145568559,0.8089548479,0.1003808658,0.1592247635
FT-Transformer (global full),global full NN features,Central Asia,2021-2023,29340,2012,0.0685753238,0.1362649294,0.8732604374,0.2357439957,0.0022805998,0.2962205245,0.0057685944,0.8250955061,0.0890651436,0.1592247635
FT-Transformer (global full),global full NN features,Central Asia,2021-2025,45961,2503,0.0544592154,0.1147462496,0.8617658809000001,0.202525703,0.0012472095,0.267286085,0.0020722174,0.8312075902,0.0797604713,0.1592247635
FT-Transformer (global full),global full NN features,Central Asia,2022,9862,698,0.0707767187,0.1449507671,0.9068767908,0.2499506417,0.0035275796,0.2941063562,0.0114571178,0.8364804849,0.0903784025,0.1592247635
FT-Transformer (global full),global full NN features,Central Asia,2023,9281,411,0.0442840211,0.0894155669,0.8077858881000001,0.1610087294,0.0039938187,0.2993957474,0.0143474117,0.8191520119,0.0752371317,0.1592247635
FT-Transformer (global full),global full NN features,Central Asia,2024,9003,187,0.0207708542,0.0530973451,0.8663101604000001,0.1000617665,0.0039634727,0.1981911064,0.031249438,0.8498166921,0.0598553973,0.1592247635
FT-Transformer (global full),global full NN features,Central Asia,2025,7618,304,0.039905487,0.0834209604,0.7828947368,0.1507760532,0.0070089039,0.201461798,0.0265880628,0.8101550019,0.0674483547,0.1592247635
FT-Transformer (global full),global full NN features,Eastern Siberia,2021,44639,19789,0.4433119021,0.5534998458,0.9070695841,0.6874892281,0.0010863461,0.6485319458000001,0.0037509842,0.7407756347000001,0.2164616786,0.1592247635
FT-Transformer (global full),global full NN features,Eastern Siberia,2021-2023,82438,22636,0.2745821102,0.4205508913,0.8984361195,0.5729216554000001,0.0005533873,0.5536756347,0.0029221404,0.7955801736,0.1682923115,0.1592247635
FT-Transformer (global full),global full NN features,Eastern Siberia,2021-2025,128260,31267,0.2437782629,0.3789336654,0.8564940672,0.5254122563,0.0013569236,0.5020292125,0.0050924643,0.7802978604,0.1655258664,0.1592247635
FT-Transformer (global full),global full NN features,Eastern Siberia,2022,18946,1456,0.0768499947,0.1672632159,0.8344780220000001,0.2786697248,0.0051590523,0.1654444387,0.0056152801,0.7782630106,0.1029527892,0.1592247635
FT-Transformer (global full),global full NN features,Eastern Siberia,2023,18853,1391,0.0737813611,0.1352723915,0.8425593098,0.2331178518,0.0028685926,0.2260601609,0.0081683702,0.7857527707,0.1199016156,0.1592247635
FT-Transformer (global full),global full NN features,Eastern Siberia,2024,26660,6189,0.2321455364,0.3144620944,0.6749070932,0.4290262942,0.002377071,0.3671164155,0.0077544277,0.6814610644,0.1939420336,0.1592247635
FT-Transformer (global full),global full NN features,Eastern Siberia,2025,19162,2442,0.1274397245,0.2509135201,0.9279279279,0.3950143816,0.0030289222,0.3569448526,0.007097703,0.8309746036000001,0.1140888967,0.1592247635
FT-Transformer (global full),global full NN features,Europe,2021,11926,847,0.071021298,0.2067294751,0.906729634,0.3366944323,0.0025796679,0.270594057,0.0117183745,0.8693229573,0.0685957329,0.1592247635
FT-Transformer (global full),global full NN features,Europe,2021-2023,32712,1723,0.0526718024,0.177293578,0.8972721997,0.2960835009,0.0026024517,0.3075483019,0.0172606965,0.8915325898,0.0557119863,0.1592247635
FT-Transformer (global full),global full NN features,Europe,2021-2025,52062,2848,0.0547040068,0.1719093943,0.8500702247,0.2859842892,0.0017175221,0.2798939504,0.0059745112,0.8729766159000001,0.0588821765,0.1592247635
FT-Transformer (global full),global full NN features,Europe,2022,10330,382,0.0369796709,0.1285714286,0.8481675393,0.2232942798,0.0041506479,0.3346041672,0.0213956717,0.8978591819,0.0478953437,0.1592247635
FT-Transformer (global full),global full NN features,Europe,2023,10456,494,0.0472456006,0.1826961771,0.9190283401,0.3048002685,0.0057696239,0.3697553146,0.025249671,0.9104038667,0.0487393731,0.1592247635
FT-Transformer (global full),global full NN features,Europe,2024,10472,493,0.0470779221,0.1455696203,0.8397565923,0.2481270602,0.0027346023,0.2470446512,0.0108372908,0.8648010721,0.0570424964,0.1592247635
FT-Transformer (global full),global full NN features,Europe,2025,8878,632,0.0711872043,0.1830091306,0.7294303797,0.2926055221,0.0080808167,0.2367029001,0.0193798102,0.8242053301000001,0.0727330878,0.1592247635
FT-Transformer (global full),global full NN features,Far East,2021,2141,270,0.1261092947,0.21791559,0.937037037,0.3535988819,0.0051840453,0.4490800664,0.0234694444,0.8619811153,0.1322626851,0.1592247635
FT-Transformer (global full),global full NN features,Far East,2021-2023,6484,795,0.1226095003,0.2196261682,0.9459119497,0.3564825788,0.0026562852,0.3770816038,0.0167992345,0.8413816358,0.1269044982,0.1592247635
FT-Transformer (global full),global full NN features,Far East,2021-2025,10457,1230,0.1176245577,0.2169917479,0.9406504065,0.3526363913,0.0041001638,0.3927793698,0.0072123381,0.8547410789000001,0.1182839151,0.1592247635
FT-Transformer (global full),global full NN features,Far East,2022,2076,192,0.0924855491,0.1806122449,0.921875,0.3020477816,0.0062167354,0.2484253793,0.0180585609,0.8066005396,0.1218054651,0.1592247635
FT-Transformer (global full),global full NN features,Far East,2023,2267,333,0.1468901632,0.250974279,0.966966967,0.3985148515,0.0021492591,0.4274827745,0.0111830332,0.8507302546000001,0.1265135473,0.1592247635
FT-Transformer (global full),global full NN features,Far East,2024,2229,298,0.1336922387,0.2211302211,0.9060402685,0.3554970375,0.0089047565,0.4297890046,0.0376744814,0.8371310202000001,0.1303885359,0.1592247635
FT-Transformer (global full),global full NN features,Far East,2025,1744,137,0.0785550459,0.1965065502,0.9854014599,0.3276699029,0.0090008803,0.4842648115,0.0546373364,0.9344155815,0.0707626649,0.1592247635
FT-Transformer (global full),global full NN features,Global,2021,87238,24772,0.2839588253,0.4495834007,0.8974245115,0.5990568580000001,0.0017708814,0.5813307729,0.0022413396,0.8086770099,0.162284394,0.1592247635
FT-Transformer (global full),global full NN features,Global,2021-2023,206438,36593,0.1772590318,0.3363717997,0.8803596316000001,0.4867600952,0.0022535832,0.4734057161,0.0091879018,0.8270339314,0.1274431313,0.1592247635
FT-Transformer (global full),global full NN features,Global,2021-2025,321173,49514,0.1541661348,0.2989294697,0.8329563356,0.4399652235,0.0019388807,0.4234355108,0.0039749642,0.8143480561,0.1217480281,0.1592247635
FT-Transformer (global full),global full NN features,Global,2022,58312,4923,0.0844251612,0.1957295374,0.8490757668000001,0.3181247384,0.001428286,0.2431916761,0.0017948168,0.8214905602,0.0927373187,0.1592247635
FT-Transformer (global full),global full NN features,Global,2023,60888,6898,0.113289975,0.2324575457,0.8414033053000001,0.3642754033,0.0019872641,0.2975883401,0.0031040525,0.8108113846,0.1107614088,0.1592247635
FT-Transformer (global full),global full NN features,Global,2024,65063,9134,0.1403870095,0.238958796,0.6361944384,0.3474231735,0.0042946738,0.2982159369,0.0049650273,0.7375163443,0.1322569583,0.1592247635
FT-Transformer (global full),global full NN features,Global,2025,49672,3787,0.0762401353,0.1799317635,0.8494850805,0.2969629835,0.0011611558,0.2697404896,0.005881158,0.8375513473,0.0843138954,0.1592247635
FWI-only CatBoost,fire-weather variables only,Central Asia,2021,10197,903,0.0885554575,0.1086028066,0.9856035437,0.195647395,0.0011966026,0.1315402383,0.0051537651,0.6656342546,0.2309622909,0.464663872
FWI-only CatBoost,fire-weather variables only,Central Asia,2021-2023,29340,2012,0.0685753238,0.0841678177,0.9691848907,0.1548848292,0.0007682173,0.0982310309,0.0011456806,0.6452905445,0.2300082003,0.464663872
FWI-only CatBoost,fire-weather variables only,Central Asia,2021-2025,45961,2503,0.0544592154,0.0663224673,0.9648421894,0.1241134752,0.0006337355,0.0742887811,0.0013533559,0.6280096449,0.2304355329,0.464663872
FWI-only CatBoost,fire-weather variables only,Central Asia,2022,9862,698,0.0707767187,0.0861824281,0.9570200573,0.1581252219,0.0012739595,0.0954278946,0.0036659435,0.6183786156000001,0.2298033931,0.464663872
FWI-only CatBoost,fire-weather variables only,Central Asia,2023,9281,411,0.0442840211,0.0542785932,0.9537712895,0.1027119088,0.0011127535,0.072005568,0.0018131044,0.6423708775,0.2291775729,0.464663872
FWI-only CatBoost,fire-weather variables only,Central Asia,2024,9003,187,0.0207708542,0.0256812669,0.9625668449,0.0500277932,0.0004008518,0.021563749,0.0009263938,0.528568621,0.2290394289,0.464663872
FWI-only CatBoost,fire-weather variables only,Central Asia,2025,7618,304,0.039905487,0.0457023733,0.9375,0.0871559633,0.0008744563,0.0532453559,0.003105644,0.5800771412,0.233731288,0.464663872
FWI-only CatBoost,fire-weather variables only,Eastern Siberia,2021,44639,19789,0.4433119021,0.50565769,0.9687705291,0.6644830335,0.0005326538,0.5795883003,0.0019898876,0.6962094412000001,0.2357695487,0.464663872
FWI-only CatBoost,fire-weather variables only,Eastern Siberia,2021-2023,82438,22636,0.2745821102,0.3407684333,0.9583848737,0.5027694732,0.0013514398,0.4480357063,0.0024016108,0.7383536157,0.2278122487,0.464663872
FWI-only CatBoost,fire-weather variables only,Eastern Siberia,2021-2025,128260,31267,0.2437782629,0.3031259546,0.9521220456,0.459850012,0.0014797989,0.401133351,0.003471674,0.7265562358000001,0.2276295194,0.464663872
FWI-only CatBoost,fire-weather variables only,Eastern Siberia,2022,18946,1456,0.0768499947,0.107286375,0.9718406593,0.1932400137,0.0005436733,0.1255281835,0.002919828,0.6927049366,0.2185586203,0.464663872
FWI-only CatBoost,fire-weather variables only,Eastern Siberia,2023,18853,1391,0.0737813611,0.0882165605,0.7965492451,0.1588416601,0.0030167755,0.1388760071,0.0052613359,0.6595611002,0.2182707077,0.464663872
FWI-only CatBoost,fire-weather variables only,Eastern Siberia,2024,26660,6189,0.2321455364,0.2837554846,0.9195346583,0.4336826062,0.0013963558,0.352574718,0.0043959017,0.6639465755,0.228268553,0.464663872
FWI-only CatBoost,fire-weather variables only,Eastern Siberia,2025,19162,2442,0.1274397245,0.1645735578,0.9766584767,0.2816818236,0.0012968509,0.2533413062,0.0060090357,0.7656438096,0.2259543041,0.464663872
FWI-only CatBoost,fire-weather variables only,Europe,2021,11926,847,0.071021298,0.1025271704,0.9244391972,0.184582744,0.0031661784,0.172542158,0.0038569643,0.7658531148000001,0.2109274213,0.464663872
FWI-only CatBoost,fire-weather variables only,Europe,2021-2023,32712,1723,0.0526718024,0.077156351,0.900754498,0.1421375584,0.0020617842,0.1292938326,0.0030473729,0.7533721971,0.2084867259,0.464663872
FWI-only CatBoost,fire-weather variables only,Europe,2021-2025,52062,2848,0.0547040068,0.0773431508,0.8851825843000001,0.142256581,0.0006772374,0.1334646484,0.0024031341,0.7456447696,0.209899806,0.464663872
FWI-only CatBoost,fire-weather variables only,Europe,2022,10330,382,0.0369796709,0.0549983824,0.8900523560000001,0.1035953687,0.0016746669,0.0685542005,0.0040567593,0.7108994257,0.2066789511,0.464663872
FWI-only CatBoost,fire-weather variables only,Europe,2023,10456,494,0.0472456006,0.0681385006,0.8684210526,0.1263622975,0.0024254023,0.1440904091,0.0172168546,0.7559877331,0.2074888852,0.464663872
FWI-only CatBoost,fire-weather variables only,Europe,2024,10472,493,0.0470779221,0.0645619574,0.8296146045,0.1198008202,0.0031275101,0.1136936965,0.0046759798,0.7220414392000001,0.2079327032,0.464663872
FWI-only CatBoost,fire-weather variables only,Europe,2025,8878,632,0.0711872043,0.0911310008,0.8860759494,0.1652648665,0.0032241406,0.1764707772,0.0095698753,0.7385740535,0.2174267465,0.464663872
FWI-only CatBoost,fire-weather variables only,Far East,2021,2141,270,0.1261092947,0.1940789474,0.8740740741,0.3176312248,0.0111781453,0.3969541826,0.0265127654,0.7780004751,0.2136007931,0.464663872
FWI-only CatBoost,fire-weather variables only,Far East,2021-2023,6484,795,0.1226095003,0.1840864985,0.8352201258,0.3016810541,0.002668908,0.3219458569,0.0119405827,0.7446085406,0.213449878,0.464663872
FWI-only CatBoost,fire-weather variables only,Far East,2021-2025,10457,1230,0.1176245577,0.1763602251,0.8406504065,0.2915550543,0.0028973873,0.2932767477,0.012345698,0.7423174829,0.2134775695,0.464663872
FWI-only CatBoost,fire-weather variables only,Far East,2022,2076,192,0.0924855491,0.1548042705,0.90625,0.26443769,0.0085786006,0.2349942956,0.0276922557,0.7547632475,0.211381877,0.464663872
FWI-only CatBoost,fire-weather variables only,Far East,2023,2267,333,0.1468901632,0.2004735596,0.7627627628,0.3175,0.0100669878,0.3161661707,0.0265129707,0.7098616196,0.215201118,0.464663872
FWI-only CatBoost,fire-weather variables only,Far East,2024,2229,298,0.1336922387,0.1940298507,0.8288590604,0.3144493953,0.0133129932,0.2366687436,0.0179661947,0.7046936421000001,0.2154813457,0.464663872
FWI-only CatBoost,fire-weather variables only,Far East,2025,1744,137,0.0785550459,0.1251271617,0.897810219,0.2196428571,0.0056922984,0.2868694775,0.0390840572,0.8095081282000001,0.2110195041,0.464663872
FWI-only CatBoost,fire-weather variables only,Global,2021,87238,24772,0.2839588253,0.3584845783,0.9576134345,0.5216779372,0.0015230736,0.5024823380000001,0.0054889338,0.7508158554000001,0.226182638,0.464663872
FWI-only CatBoost,fire-weather variables only,Global,2021-2023,206438,36593,0.1772590318,0.2372202218,0.9416008526,0.3789663554,0.0015878985,0.3583964781,0.0053044725,0.7391943003,0.2204359164,0.464663872
FWI-only CatBoost,fire-weather variables only,Global,2021-2025,321173,49514,0.1541661348,0.2063773763,0.9370885002,0.3382590946,0.0008648434,0.3127228753,0.0037655724,0.7253525528,0.2201725463,0.464663872
FWI-only CatBoost,fire-weather variables only,Global,2022,58312,4923,0.0844251612,0.1195694362,0.9386552915,0.2121184301,0.0009497729,0.1459031994,0.0019046799,0.6872453077,0.2152107653,0.464663872
FWI-only CatBoost,fire-weather variables only,Global,2023,60888,6898,0.113289975,0.1512033441,0.8861988982000001,0.25833034,0.0009162805,0.1781719881,0.0029618971,0.6629009708,0.2172063228,0.464663872
FWI-only CatBoost,fire-weather variables only,Global,2024,65063,9134,0.1403870095,0.1870181101,0.9135099628,0.3104744186,0.0009885393,0.2494977574,0.0032318017,0.6511838497,0.2196210566,0.464663872
