experiment,model,feature_set,region,region_display,period,support,positives,negatives,positive_rate,predicted_positives,precision,recall,f1,f1_error,average_precision,average_precision_error,roc_auc,brier_score,threshold,validation_threshold,evaluation_type,is_primary,train_rows,architecture,source_metrics
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2025,19162,2442,16720,0.1274397245,8336,0.2762715931,0.9430794431,0.4273520134,0.0022685055,0.3850302326,0.0120550978,0.8629381067,0.1133993388,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,far_east,Far East,2025,1744,137,1607,0.0785550459,669,0.2047832586,1.0,0.3399503722,0.0072000488,0.3702288937,0.0178371698,0.9185679441,0.0938677584,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,central_asia,Central Asia,2025,7618,304,7314,0.039905487,3577,0.0774391949,0.9111842105,0.1427467148,0.0041383469,0.1813877924,0.01894634,0.8092923809,0.0973888138,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,europe,Europe,2025,8878,632,8246,0.0711872043,3232,0.177289604,0.9066455696,0.2965838509,0.0034682973,0.2884309548,0.0123939334,0.8630367773000001,0.0884826245,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,global,Global,2021-2023,206438,36593,169845,0.1772590318,97647,0.3361291182,0.8969475036000001,0.4890047676,0.0014951141,0.5541416003,0.0051051142,0.8569508396000001,0.1230148992,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,59802,0.2745821102,46725,0.4417977528,0.9119544089,0.5952336327000001,0.0017308416,0.6398988279000001,0.0029636576,0.8407340475,0.1495721934,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,far_east,Far East,2021-2023,6484,795,5689,0.1226095003,3361,0.2270157691,0.9597484277,0.3671799808,0.0061259699,0.3808764585,0.0069968204,0.8629819656000001,0.1275931134,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,central_asia,Central Asia,2021-2023,29340,2012,27328,0.0685753238,15115,0.1285478002,0.9657057654,0.2268932096,0.0012287597,0.3528220509,0.0113669615,0.8519097923000001,0.1079314828,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,europe,Europe,2021-2023,32712,1723,30989,0.0526718024,11444,0.1431317721,0.9506674405,0.2488038278,0.0016867222,0.3394269041,0.0136334234,0.9056169689,0.0800141728,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,global,Global,2021-2025,321173,49514,271659,0.1541661348,142696,0.3023630655,0.8713899099,0.4489464648,0.0010911337,0.4981894773,0.0036070874,0.8456781622,0.1185037453,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,96993,0.2437782629,69931,0.4013384622,0.8976236927000001,0.5546749936,0.000714864,0.5823210295,0.0036938146,0.8264415811,0.1479240343,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,far_east,Far East,2021-2025,10457,1230,9227,0.1176245577,5342,0.2240733808,0.9731707317,0.3642726719,0.0029866595,0.3995985128,0.0087784349,0.8768927529,0.1245059673,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,central_asia,Central Asia,2021-2025,45961,2503,43458,0.0544592154,22555,0.1064508978,0.9592489013,0.1916354059,0.0005879448,0.3232094781,0.0083843413,0.8579198404,0.1013412851,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP (ECMWF global full),Neural,global full NN features,europe,Europe,2021-2025,52062,2848,49214,0.0547040068,18152,0.1459894227,0.9304775281,0.2523809524,0.0011171058,0.3039434226,0.0071800643,0.8879430897,0.081285593,0.2851233482,0.2851233482,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_ecmwf/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,global,Global,2021,87238,24772,62466,0.2839588253,35467,0.624580596,0.8942354271,0.7354703763,0.0014451424,0.7772174948,0.0031764385,0.9158827214,0.1124917626,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021,44639,19789,24850,0.4433119021,25905,0.7059254970000001,0.9240992471,0.8004114326,0.0019146943,0.8166568818000001,0.0034210643,0.8855052138,0.1392991743,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,far_east,Far East,2021,2141,270,1871,0.1261092947,506,0.4802371542,0.9,0.6262886598,0.0100745845,0.6341506231,0.0211850166,0.9311944494,0.0779948911,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,central_asia,Central Asia,2021,10197,903,9294,0.0885554575,2985,0.2613065327,0.8637873754000001,0.4012345679,0.0039728446,0.4506632745,0.010290885,0.8900968152000001,0.1001579623,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,europe,Europe,2021,11926,847,11079,0.071021298,1724,0.2088167053,0.4250295159,0.2800466744,0.0133287017,0.3092755539,0.0122246365,0.8355728042,0.0758093337,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,global,Global,2022,58312,4923,53389,0.0844251612,10522,0.3850978901,0.8230753606000001,0.5247005503000001,0.0027527151,0.5483656498,0.0087640067,0.9328659844,0.0653026917,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2022,18946,1456,17490,0.0768499947,2747,0.4157262468,0.7843406593000001,0.5434213657,0.0084284301,0.5101528775,0.0086809604,0.9370086478,0.0561390425,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,far_east,Far East,2022,2076,192,1884,0.0924855491,375,0.4853333333,0.9479166667,0.6419753086000001,0.0209468965,0.7054469720000001,0.0387564541,0.9695655299,0.0574491438,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,central_asia,Central Asia,2022,9862,698,9164,0.0707767187,2665,0.2296435272,0.8767908309,0.3639607493,0.0086330133,0.520823353,0.0093385833,0.9093914583,0.0923463067,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,europe,Europe,2022,10330,382,9948,0.0369796709,1154,0.2374350087,0.7172774869,0.3567708333,0.0115343705,0.4271169852,0.0276992376,0.9235872085,0.0486316038,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,global,Global,2023,60888,6898,53990,0.113289975,13925,0.412567325,0.8328501015,0.5517936897,0.0018021136,0.6103282013,0.0043813169,0.9193391953,0.0798625323,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2023,18853,1391,17462,0.0737813611,3923,0.3058883508,0.8626887132000001,0.4516371848,0.0026516352,0.5885816719,0.0089315543,0.9256476073,0.072833562,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,far_east,Far East,2023,2267,333,1934,0.1468901632,745,0.4134228188,0.9249249249,0.5714285714,0.0092485191,0.6698938075,0.0429027303,0.9271251603,0.1007735016,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,central_asia,Central Asia,2023,9281,411,8870,0.0442840211,1942,0.1745623069,0.8248175182,0.2881427964,0.0062544986,0.3955678672,0.0204525498,0.9119147349,0.0785041961,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,europe,Europe,2023,10456,494,9962,0.0472456006,1245,0.2578313253,0.6497975709,0.3691776883,0.0092588135,0.5055337666,0.0269792835,0.9164203528,0.0512833156,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,global,Global,2024,65063,9134,55929,0.1403870095,15259,0.4942656793,0.8257061528,0.6183741237,0.0025262652,0.6369250702,0.0058161622,0.9221445935,0.0820596818,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2024,26660,6189,20471,0.2321455364,9721,0.5469601893,0.8591048635,0.6683846637,0.0018336332,0.6876846346000001,0.0027277079,0.8955803543,0.1149834308,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,far_east,Far East,2024,2229,298,1931,0.1336922387,463,0.524838013,0.8154362416000001,0.6386333771,0.01791209,0.6523679385000001,0.0387141183,0.930908282,0.075726077,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,central_asia,Central Asia,2024,9003,187,8816,0.0207708542,1363,0.1122523844,0.8181818182,0.1974193548,0.0055944474,0.362094647,0.0195523846,0.9217501965,0.0600266192,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,europe,Europe,2024,10472,493,9979,0.0470779221,1286,0.2293934681,0.5983772819000001,0.3316469927,0.0152691469,0.3280706613,0.0185179015,0.8832371510000001,0.0573406946,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,global,Global,2025,49672,3787,45885,0.0762401353,1166,0.0866209262,0.0266701875,0.0407833636,0.0044533539,0.0778277503,0.0014415675,0.5050197019,0.0825823636,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2025,19162,2442,16720,0.1274397245,68,0.0294117647,0.0008190008,0.0015936255,0.0016533079,0.1104952759,0.0026043869,0.4751909981,0.1185656866,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,far_east,Far East,2025,1744,137,1607,0.0785550459,351,0.0199430199,0.0510948905,0.0286885246,0.0073491859,0.0567210915,0.0021203985,0.3618157786,0.1365516916,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,central_asia,Central Asia,2025,7618,304,7314,0.039905487,79,0.3544303797,0.0921052632,0.1462140992,0.0320197676,0.1559904937,0.0204275047,0.7208694483,0.0433208951,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,europe,Europe,2025,8878,632,8246,0.0711872043,322,0.2236024845,0.1139240506,0.1509433962,0.0149105655,0.1617253552,0.0100336882,0.6673784297,0.073444558,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,global,Global,2021-2023,206438,36593,169845,0.1772590318,59914,0.533247655,0.8730904818,0.6621074119,0.0034128839,0.7202973797000001,0.0034337355,0.9289506286,0.0895385385,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2023,82438,22636,59802,0.2745821102,32575,0.633277053,0.9113359251,0.7472786220000001,0.0020698145,0.7860348782000001,0.0025205691,0.9258601782,0.1049869876,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,far_east,Far East,2021-2023,6484,795,5689,0.1226095003,1626,0.450799508,0.9220125786,0.6055349029,0.002505291,0.6581674085,0.0090516806,0.9410345022,0.0793807854,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,central_asia,Central Asia,2021-2023,29340,2012,27328,0.0685753238,7592,0.2280031612,0.8603379722000001,0.3604748022,0.0031018954,0.4590355578,0.0132861086,0.9033349668,0.0906825993,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,europe,Europe,2021-2023,32712,1723,30989,0.0526718024,4123,0.2316274557,0.5542658154,0.3267191242,0.0053467434,0.393460671,0.0109149988,0.8855294018000001,0.0593875314,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,global,Global,2021-2025,321173,49514,271659,0.1541661348,76339,0.5186339879,0.7996122309,0.629178486,0.0016046916,0.6712284232,0.0068594508,0.9071885802,0.0869476483,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021-2025,128260,31267,96993,0.2437782629,42364,0.6125011802,0.8298845428,0.7048118320000001,0.0019393788,0.7377589551,0.0021458378,0.8977174990000001,0.1090934916,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,far_east,Far East,2021-2025,10457,1230,9227,0.1176245577,2440,0.4028688525,0.7991869919,0.5356948229,0.0026602899,0.5838076289,0.0144272526,0.8996592714,0.0881366155,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,central_asia,Central Asia,2021-2025,45961,2503,43458,0.0544592154,9034,0.2116448971,0.76388334,0.3314553177,0.0035333032,0.4131920543,0.0084977153,0.881472322,0.076827434,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
Spatial climate TSN-MLP no tp (ERA5 global full),Neural,global full NN features,europe,Europe,2021-2025,52062,2848,49214,0.0547040068,5731,0.2306752748,0.4641853933,0.3081944283,0.004769311,0.3335382537,0.0091079731,0.8473207031000001,0.0613729297,0.3871046007,0.3871046007,legacy_sampled_case_control,False,1185561,spatial_climate_tsn_mlp,outputs/nn_global_full_spatial_tsn_no_tp/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,global,Global,2021,87238,24772,62466,0.2839588253,60593,0.3935933194,0.9627401905,0.5587535875,0.0009668545,0.5867034483,0.0023450805,0.8172375919,0.1571813208,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2021,44639,19789,24850,0.4433119021,36488,0.5204450778,0.9596240336,0.6748760595000001,0.000824493,0.6455098920000001,0.003836436,0.7460979857000001,0.2025951656,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2021,2141,270,1871,0.1261092947,1271,0.2029897718,0.9555555556,0.3348475016,0.0062360379,0.5038669224,0.0218225959,0.8845101649,0.1096981591,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2021,10197,903,9294,0.0885554575,6902,0.1303969864,0.9966777409,0.2306213965,0.0014092338,0.3457667657,0.0095043773,0.8303594217,0.1253442686,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,europe,Europe,2021,11926,847,11079,0.071021298,5524,0.1507965243,0.9834710744,0.2614974101,0.0041256655,0.3810105391,0.0129543779,0.8904550799000001,0.080974167,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,global,Global,2022,58312,4923,53389,0.0844251612,30510,0.152605703,0.9457647776,0.2628058589,0.0011561656,0.2614309926,0.0043096748,0.8219723851,0.1008577512,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2022,18946,1456,17490,0.0768499947,9883,0.1448952747,0.9835164835,0.2525795926,0.0019267204,0.1689186744,0.0047159966,0.790831633,0.1039290407,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2022,2076,192,1884,0.0924855491,1439,0.1334259903,1.0,0.2354383814,0.0038564682,0.309612441,0.0391331937,0.8576029503,0.1221197134,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2022,9862,698,9164,0.0707767187,6337,0.1088843301,0.9885386819,0.1961620469,0.0020134063,0.3076202967,0.0129659692,0.8374108415,0.1187591864,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,europe,Europe,2022,10330,382,9948,0.0369796709,4160,0.0855769231,0.9319371728,0.1567591369,0.002645027,0.2692175311,0.0208595074,0.874732378,0.0666510401,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,global,Global,2023,60888,6898,53990,0.113289975,34368,0.193115689,0.9621629458,0.3216691707,0.001586265,0.346785849,0.0082125972,0.8330352310000001,0.1081208696,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2023,18853,1391,17462,0.0737813611,11342,0.1166460942,0.9511143063,0.2078064871,0.0014696879,0.2288471798,0.005391701,0.8164293447000001,0.1034490164,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2023,2267,333,1934,0.1468901632,1712,0.1939252336,0.996996997,0.3246943765,0.0031582323,0.4607322922,0.0236567296,0.8549086832,0.1396331181,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2023,9281,411,8870,0.0442840211,5819,0.0702869909,0.99513382,0.1313001605,0.0009726184,0.2545112461,0.0131727632,0.842093006,0.1098120245,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,europe,Europe,2023,10456,494,9962,0.0472456006,3881,0.1247101263,0.979757085,0.2212571429,0.0035613944,0.4639379987,0.0153483317,0.9366349212,0.0613083204,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,global,Global,2024,65063,9134,55929,0.1403870095,36459,0.2132258153,0.8511057587,0.3410172614,0.0018940354,0.3201186026,0.0063153462,0.7545552207,0.1276175895,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2024,26660,6189,20471,0.2321455364,18922,0.308159814,0.9421554371,0.4644179842,0.0004276938,0.3951916248,0.0036668045,0.7337844355,0.1684620457,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,far_east,Far East,2024,2229,298,1931,0.1336922387,1573,0.1869040051,0.9865771812,0.3142704436,0.0037721298,0.3860660962,0.0077787139,0.8588275366,0.1292808291,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,central_asia,Central Asia,2024,9003,187,8816,0.0207708542,5309,0.0348464871,0.9893048128,0.0673216885,0.0006384029,0.2859859656,0.0251756265,0.8790040228,0.0946491588,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,europe,Europe,2024,10472,493,9979,0.0470779221,4345,0.1063291139,0.9371196755,0.1909880116,0.0017004084,0.2872702033,0.0190083754,0.8767259114,0.0705376105,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,global,Global,2025,49672,3787,45885,0.0762401353,25311,0.1408873612,0.9416424611,0.2451027562,0.002042052,0.408597266,0.0041372426,0.8756906733,0.0886950629,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
TemporalConvNet / TSN-MLP (global full),Neural,global full NN features,eastern_siberia,Eastern Siberia,2025,19162,2442,16720,0.1274397245,11149,0.2115884833,0.966011466,0.3471414907,0.0021115994,0.5195661702000001,0.0097867372,0.8958057312000001,0.1044777424,0.1911493838,0.1911493838,legacy_sampled_case_control,False,1185561,tsn_mlp,outputs/nn_global_full_tsn/metrics.json
